source,target,reached,length,visited\
Blackjack,Drawing,TRUE,12,"['Blackjack', 'Europe', 'France', 'United_States', 'United_Kingdom', 'English_language', 'Germany', 'World_War_II', 'Japan', 'China', 'Painting', 'Drawing']\"
Soil_science,Black_Death,FALSE,20,"['Soil_science', 'Earth', 'Dead_Sea', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'English_language', 'Latin', 'Europe', 'Black_Sea', 'Russia', 'France', 'World_War_II', 'Germany', 'World_War_I', 'Africa', 'United_Nations', 'Soviet_Union', 'Time_zone']\"
Flag_of_South_Africa,Israel,TRUE,4,"['Flag_of_South_Africa', 'United_Kingdom', 'Germany', 'Israel']\"
Meteor_shower,North_Sea,TRUE,7,"['Meteor_shower', 'Sun', 'United_States', 'Arctic_Ocean', 'Southern_Ocean', 'Atlantic_Ocean', 'North_Sea']\"
Mars,6th_century,TRUE,4,"['Mars', 'Ancient_Rome', '5th_century', '6th_century']\"
Scurvy,Monarchy,TRUE,4,"['Scurvy', 'World_War_I', 'Democracy', 'Monarchy']\"
Californium,George_W._Bush,TRUE,6,"['Californium', 'Electron', 'Chemical_element', 'English_language', 'United_States', 'George_W._Bush']\"
Proxima_Centauri,Applied_mathematics,TRUE,13,"['Proxima_Centauri', 'South_Africa', 'France', 'United_Kingdom', 'Europe', 'Germany', 'England', 'Italy', 'India', 'Japan', 'China', 'Mathematics', 'Applied_mathematics']\"
Christmas_Island,Neptune,TRUE,16,"['Christmas_Island', 'Europe', 'France', 'United_States', 'German_language', 'Spanish_language', 'Arabic_language', 'Portuguese_language', 'Japan', 'United_Kingdom', 'Germany', 'Canada', 'Russia', 'Earth', 'Planet', 'Neptune']\"
Canal,Brush,FALSE,20,"['Canal', 'United_States', 'List_of_countries_by_system_of_government', 'Turkey', 'Arabic_language', 'English_language', 'Latin', 'Europe', 'France', 'Constitutional_monarchy', 'Japan', 'Christianity', 'Eastern_Orthodox_Church', 'Russia', 'Lithuania', 'World_War_II', 'Luxembourg', 'Germany', 'India']\"
Soil_science,World_War_I,TRUE,4,"['Soil_science', 'Earth', 'United_States', 'World_War_I']\"
William_Ewart_Gladstone,Red_dwarf,FALSE,20,"['William_Ewart_Gladstone', 'England', 'Europe', 'Italy', 'Spain', 'Time_zone', 'Egypt', 'Red_Sea', 'Africa', 'Islam', 'United_States', 'List_of_countries_by_system_of_government', 'Australia', 'United_Kingdom', 'London', 'Paris', 'Portugal', 'Brazil', 'Judaism']\"
Katana,France,TRUE,4,"['Katana', 'Japan', 'Germany', 'France']\"
Yangtze_River,Silent_film,TRUE,5,"['Yangtze_River', 'China', 'United_States', 'Film', 'Silent_film']\"
Buddhism,Tobacco,FALSE,20,"['Buddhism', 'Europe', 'France', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'United_States_dollar', 'Petroleum', 'Germany', 'Arabic_language', 'Hebrew_language', 'Canada', 'Christianity', 'Byzantine_Empire', 'Spain', 'India', 'English_language', 'England']\"
Van_Halen,Ancient_Greece,TRUE,4,"['Van_Halen', 'United_States', 'Greece', 'Ancient_Greece']\"
Football,Black_hole,TRUE,16,"['Football', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'World_War_II', 'Europe', 'Hawk', 'Scientific_classification', 'Latin', 'English_language', 'Germany', 'United_Kingdom', 'William_Shakespeare', 'England', 'Stephen_Hawking', 'Black_hole']\"
Hugo_Wolf,Mauritius,TRUE,19,"['Hugo_Wolf', 'Austria', 'Country', 'Iceland', 'Philippines', 'India', 'Maldives', 'Sri_Lanka', 'Indonesia', 'Singapore', 'United_Kingdom', 'Saint_Helena', 'Falkland_Islands', 'France', 'Belgium', 'German_language', 'Cameroon', 'Africa', 'Mauritius']\"
Dolphin,Wayne_Rooney,TRUE,7,"['Dolphin', 'Scientific_classification', 'Aristotle', 'Rome', 'United_Kingdom', 'Manchester_United_F.C.', 'Wayne_Rooney']\"
Italy,Apricot,FALSE,20,"['Italy', 'India', 'List_of_countries_by_system_of_government', 'United_States', 'World_War_II', 'France', 'Roman_Empire', 'Europe', 'London', 'United_Kingdom', 'Judaism', 'Religion', 'Roman_Catholic_Church', 'Hebrew_language', 'German_language', 'Switzerland', 'English_language', 'Latin', 'Portugal']\"
Honey,University_of_Cambridge,TRUE,4,"['Honey', 'United_States', 'United_Kingdom', 'University_of_Cambridge']\"
Vegetation,Baghdad,TRUE,7,"['Vegetation', 'Plant', 'Carolus_Linnaeus', 'Japan', 'Iraq_War', 'Iraq', 'Baghdad']\"
British_English,Amazon_River,TRUE,5,"['British_English', 'United_Kingdom', 'River_Thames', 'Congo_River', 'Amazon_River']\"
Mary_II_of_England,Attention-deficit_hyperactivity_disorder,FALSE,20,"['Mary_II_of_England', 'France', 'United_States', 'Europe', 'United_Kingdom', 'Germany', 'England', 'Latin', 'Italy', 'India', 'Japan', 'China', 'Africa', 'Spain', 'Russia', 'Canada', 'Currency', '19th_century', 'Australia']\"
Flag_of_Mexico,Harry_S._Truman,TRUE,10,"['Flag_of_Mexico', 'France', 'Time_zone', 'Canada', 'Currency', 'Gold', 'Australia', 'United_States', 'John_F._Kennedy', 'Harry_S._Truman']\"
Abraham_Lincoln,Great_Wall_of_China,TRUE,6,"['Abraham_Lincoln', 'United_Kingdom', 'Great_Britain', 'France', 'China', 'Great_Wall_of_China']\"
Boron,Mario,TRUE,14,"['Boron', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'Netherlands', 'German_language', 'South_Africa', 'Europe', 'Arabic_language', 'Latin', 'Italy', 'Japan', 'Mario']\"
Internet,Human_rights,TRUE,11,"['Internet', 'United_States', 'United_States_Bill_of_Rights', 'England', 'United_Kingdom', 'English_language', 'World_War_II', 'Europe', 'France', 'United_Nations', 'Human_rights']\"
Dolphin,Israel,TRUE,4,"['Dolphin', 'Australia', 'Germany', 'Israel']\"
History_of_the_world,China,TRUE,2,"['History_of_the_world', 'China']\"
Slovakia,Vertebrate,FALSE,20,"['Slovakia', 'World_War_II', 'United_Nations', 'Asia', 'North_America', 'European_Union', 'Time_zone', 'New_York_City', 'Rome', 'World_War_I', 'Soviet_Union', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Capital', 'Paris', '19th_century', 'Belgium', 'Mathematics', '16th_century']\"
Brain,Television,TRUE,5,"['Brain', 'Europe', 'Culture', 'Film', 'Television']\"
Mars_Reconnaissance_Orbiter,Yugoslavia,TRUE,6,"['Mars_Reconnaissance_Orbiter', 'Ultraviolet', 'Latin', 'Italy', 'Montenegro', 'Yugoslavia']\"
Romania,Ordinary_differential_equation,FALSE,20,"['Romania', 'United_States', 'Europe', 'United_Kingdom', 'Germany', 'England', 'Latin', 'Italy', 'India', 'Japan', 'China', 'Africa', 'Spain', 'Russia', 'Canada', 'Christianity', 'Islam', 'Egypt', 'List_of_countries_by_system_of_government']\"
Elementary_algebra,Plutonium,TRUE,6,"['Elementary_algebra', 'Mathematics', 'French_language', 'United_States', 'Nuclear_weapon', 'Plutonium']\"
Mars_Reconnaissance_Orbiter,Fish,TRUE,4,"['Mars_Reconnaissance_Orbiter', 'Iron', 'Water', 'Fish']\"
Black-backed_Jackal,Mathematics,TRUE,7,"['Black-backed_Jackal', 'Animal', 'Vertebrate', 'Scientific_classification', 'Latin', 'Science', 'Mathematics']\"
19th_century,Volcano,TRUE,3,"['19th_century', 'United_States', 'Volcano']\"
Snowdonia_National_Park,Zimbabwe,TRUE,7,"['Snowdonia_National_Park', 'England', 'Germany', 'Hungary', 'Serbia', 'Mozambique', 'Zimbabwe']\"
Internet,Tijuana,FALSE,20,"['Internet', 'London', 'United_Kingdom', 'List_of_countries_by_system_of_government', 'United_States', 'Atlantic_Ocean', 'France', 'European_Union', 'Europe', 'Arabic_language', 'Latin', 'English_language', 'India', 'Mammal', 'Scientific_classification', 'Carolus_Linnaeus', 'Japan', 'Germany', 'Spain']\"
Forrest_Gump,Lemon,TRUE,5,"['Forrest_Gump', 'Banana', 'Fruit', 'Citrus', 'Lemon']\"
Portsmouth,God,TRUE,6,"['Portsmouth', 'World_War_II', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'God']\"
John_Constable,Petroleum,TRUE,5,"['John_Constable', 'France', 'Time_zone', 'United_States', 'Petroleum']\"
Katana,Quantum_mechanics,FALSE,20,"['Katana', 'Japan', 'Europe', 'France', 'Latin', 'Italy', 'India', 'Currency', 'Gold', 'Russia', 'Canada', 'List_of_countries_by_system_of_government', 'England', 'Spain', 'Africa', 'China', 'United_Nations', 'London', 'European_Union']\"
Hubble_Space_Telescope,Agnosticism,TRUE,6,"['Hubble_Space_Telescope', 'United_States', 'United_Kingdom', 'Christianity', 'Atheism', 'Agnosticism']\"
Boa,Afghanistan,TRUE,9,"['Boa', 'Scientific_classification', 'Bacteria', 'Hydrogen', 'Electron', 'Chemical_element', 'Russia', 'Turkmenistan', 'Afghanistan']\"
Hydrogen,Croatia,TRUE,6,"['Hydrogen', 'Phase_%28matter%29', 'Water', 'Brazil', 'Italy', 'Croatia']\"
WTA_Tour_Championships,Electronics,TRUE,3,"['WTA_Tour_Championships', 'United_States', 'Electronics']\"
Hydrogen,Space_Shuttle_Columbia_disaster,TRUE,7,"['Hydrogen', 'Electron', 'Quantum_mechanics', 'Latin', 'United_States', 'Space_Shuttle_Columbia', 'Space_Shuttle_Columbia_disaster']\"
Uranus,Bible,TRUE,8,"['Uranus', 'Earth', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Soviet_Union', 'Christianity', 'Bible']\"
Pond,France_in_the_American_Revolutionary_War,TRUE,4,"['Pond', 'United_States', 'American_Revolutionary_War', 'France_in_the_American_Revolutionary_War']\"
Tungsten,Switzerland,TRUE,4,"['Tungsten', 'Russia', 'France', 'Switzerland']\"
Dolphin,Liverpool,TRUE,7,"['Dolphin', 'Brazil', 'Portugal', 'Ukraine', 'List_of_countries_by_system_of_government', 'England', 'Liverpool']\"
Fine_art,Wasp,FALSE,20,"['Fine_art', 'Football_%28soccer%29', 'Europe', 'France', 'List_of_countries_by_system_of_government', 'United_States', 'Spanish_language', 'United_Kingdom', 'Latin', 'English_language', 'Germany', 'India', 'Africa', 'China', 'World_War_II', 'Japan', 'Natural_gas', 'Earth%27s_atmosphere', 'Gravitation']\"
British_English,Summer,FALSE,20,"['British_English', 'United_Kingdom', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'United_States', 'Europe', 'Arabic_language', 'Portuguese_language', 'France', 'Roman_Catholic_Church', 'Hebrew_language', 'German_language', 'Germany', 'India', 'Japan', 'Chinese_language', 'Russian_language', 'Canada', 'English_language']\"
Postage_stamp,Cairo,TRUE,8,"['Postage_stamp', 'United_States', 'Qatar', 'Doha', 'Dubai', 'Shanghai', 'Beijing', 'Cairo']\"
Yellowstone_National_Park,Michael_Faraday,TRUE,17,"['Yellowstone_National_Park', 'United_States', 'India', 'Currency', 'Madagascar', 'Animal', 'Mammal', 'Vertebrate', 'Reptile', 'Calcium', 'Phase_%28matter%29', 'Iron', 'Mesopotamia', 'Arabic_language', 'English_language', 'United_Kingdom', 'Michael_Faraday']\"
Massospondylus,Niger,TRUE,4,"['Massospondylus', 'Zimbabwe', 'Africa', 'Niger']\"
Egyptian_pyramids,Panama_Canal,TRUE,5,"['Egyptian_pyramids', 'Ancient_Egypt', 'Suez_Canal', 'Canal', 'Panama_Canal']\"
Blue_Wildebeest,Hubble_Space_Telescope,TRUE,11,"['Blue_Wildebeest', 'Animal', 'Latin', 'Spanish_language', 'Spain', 'Africa', 'China', 'Christianity', 'Islam', 'Astronomy', 'Hubble_Space_Telescope']\"
Forrest_Gump,Theatre,FALSE,20,"['Forrest_Gump', 'United_States', 'Cinema_of_the_United_States', 'Drama', 'Film', 'Television', 'France', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'United_Kingdom', 'Europe', 'Germany', 'India', 'United_States_dollar', 'Currency', '19th_century', 'England', 'London']\"
Poultry,Binary_star,FALSE,20,"['Poultry', 'China', 'Japan', 'Europe', 'France', 'Italy', 'Spain', 'Russia', 'Canada', 'List_of_countries_by_system_of_government', 'England', 'London', 'People%27s_Republic_of_China', 'Capital', 'Netherlands', 'Portugal', 'Africa', 'Islam', 'Petroleum']\"
Ben_Nevis,Canada,TRUE,3,"['Ben_Nevis', 'Scotland', 'Canada']\"
Pride_and_Prejudice,Bangladesh,TRUE,5,"['Pride_and_Prejudice', 'Country', 'Australia', 'Asia', 'Bangladesh']\"
Geography,Amsterdam,TRUE,3,"['Geography', 'Europe', 'Amsterdam']\"
Soil_moisture,Dublin,TRUE,5,"['Soil_moisture', 'Agriculture', 'France', 'Republic_of_Ireland', 'Dublin']\"
Osaka,Computer,TRUE,3,"['Osaka', 'United_States', 'Computer']\"
Amazon_Basin,Dubai,TRUE,7,"['Amazon_Basin', 'City', 'Mecca', 'Baghdad', 'Middle_East', 'Abu_Dhabi', 'Dubai']\"
Plato,Edgar_Allan_Poe,FALSE,20,"['Plato', 'Iran', 'List_of_countries_by_system_of_government', 'United_States', 'Judaism', 'Israel', 'English_language', 'United_Kingdom', 'Hydrogen', 'Phase_%28matter%29', 'Iron', 'Solar_System', 'Latin', 'Europe', 'Austria', 'Capital', 'France', 'California', 'North_America']\"
Cheese,Cat,TRUE,16,"['Cheese', 'Mammal', 'Animal', 'Bird', 'Latin', 'The_Cat_in_the_Hat', 'Dr._Seuss', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Lion', 'Tiger', 'Dog', 'Cat']\"
Pinworm,Dominican_Republic,TRUE,5,"['Pinworm', 'Animal', 'Latin', 'United_States', 'Dominican_Republic']\"
Labor_Day_Hurricane_of_1935,Genghis_Khan,FALSE,20,"['Labor_Day_Hurricane_of_1935', 'United_States', 'Time_zone', 'Sweden', 'World_War_II', 'France', 'United_Kingdom', 'Scotland', 'Europe', 'Germany', 'Euro', 'Japan', 'Iron', 'Hydrogen', 'Bacteria', 'Scientific_classification', 'Organism', 'Protein', 'Atom']\"
Protein,Spider,FALSE,20,"['Protein', 'World_War_II', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'United_Kingdom', 'Europe', 'Germany', 'Russia', 'Japan', 'English_language', 'India', 'Currency', 'Gold', 'Latin', 'Italy', 'Australia', 'England', 'Industrial_Revolution']\"
Kuwait_City,HIV,TRUE,9,"['Kuwait_City', 'Persian_Gulf', 'United_Kingdom', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'AIDS', 'HIV']\"
Protein,Nutmeg,FALSE,20,"['Protein', 'Cell_%28biology%29', 'Latin', 'Italy', 'Japan', 'China', 'People%27s_Republic_of_China', 'List_of_countries_by_system_of_government', 'Spain', 'Atlantic_Ocean', 'Paris', 'United_States', 'New_York_City', 'Rome', 'Roman_Catholic_Church', 'Holy_Roman_Empire', 'Switzerland', 'Climate', 'History']\"
Wikispecies,Madagascar,TRUE,7,"['Wikispecies', 'Wikipedia', 'Japan', 'Indonesia', 'United_States', 'Tanzania', 'Madagascar']\"
Consumer_protection,William_III_of_England,TRUE,18,"['Consumer_protection', 'United_States', 'India', 'Japan', 'Russia', 'Time_zone', 'United_Kingdom', 'Charles_II_of_England', 'Edward_III_of_England', 'Henry_III_of_England', 'John_of_England', 'William_I_of_England', 'William_II_of_England', 'Henry_I_of_England', 'Henry_II_of_England', 'Richard_I_of_England', 'British_monarchy', 'William_III_of_England']\"
Consumer_protection,Citizenship,FALSE,20,"['Consumer_protection', 'United_States', 'United_Kingdom', 'London', 'France', 'Germany', 'Europe', 'Latin', 'English_language', 'Canada', 'Petroleum', 'Hydrogen', 'Electron', 'Chemical_element', 'Russia', 'Japan', 'Currency', '19th_century', 'England']\"
RMS_Titanic,Alexander_the_Great,FALSE,20,"['RMS_Titanic', 'World_War_II', 'Great_Britain', 'United_Kingdom', 'France', 'United_States', 'George_Washington', 'Alexander_Hamilton', 'North_America', 'Europe', 'Buddhism', 'Thailand', 'English_language', 'German_language', 'Argentina', 'Agriculture', 'Egypt', 'Soviet_Union', 'Vladimir_Lenin']\"
Voting,Apricot,FALSE,20,"['Voting', 'Democracy', 'World_War_II', 'India', 'List_of_countries_by_system_of_government', 'United_States', 'German_language', 'Switzerland', 'Roman_Catholic_Church', 'Roman_Empire', 'Europe', 'London', 'France', 'Judaism', 'Religion', 'Buddhism', 'Hinduism', 'United_Kingdom', 'Electron']\"
The_X-Files,Dove,FALSE,20,"['The_X-Files', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Latin', 'Europe', 'Arabic_language', 'English_language', 'England', 'Christianity', 'Islam', 'China', 'Constitutional_monarchy', 'Italy', 'Germany', 'Natural_gas', 'Hydrogen']\"
Beetle,World_Trade_Organization,TRUE,5,"['Beetle', 'Animal', 'Water', 'United_States', 'World_Trade_Organization']\"
People%27s_Republic_of_China,Emotion,FALSE,20,"['People%27s_Republic_of_China', 'List_of_countries_by_system_of_government', 'United_States', 'Europe', 'Arabic_language', 'English_language', 'Germany', 'France', 'United_Kingdom', 'Christianity', 'Islam', 'India', 'Japan', 'China', 'World_War_II', 'Canada', 'Latin', 'Italy', 'Holy_Roman_Empire']\"
Swallow,Electron,FALSE,20,"['Swallow', 'Animal', 'Latin', 'United_States', 'World_War_II', 'Canada', 'Russia', 'Time_zone', 'Spain', 'List_of_countries_by_system_of_government', 'Portugal', '19th_century', 'North_America', 'United_Nations', 'Asia', 'Middle_East', 'World_War_I', 'Soviet_Union', 'Climate']\"
Textile,Latin_America,TRUE,4,"['Textile', 'China', 'United_States', 'Latin_America']\"
Durham,Cultural_diversity,FALSE,20,"['Durham', 'United_Kingdom', 'Europe', 'Culture', 'Multiculturalism', 'Cultural_identity', 'History', 'English_language', 'United_States', 'Ethnic_group', 'North_America', 'France', 'Germany', 'Japan', 'World_War_II', 'India', 'Mammal', 'China', 'God']\"
Beetle,Edgar_Allan_Poe,FALSE,20,"['Beetle', 'Animal', 'Latin', 'United_States', 'List_of_countries_by_system_of_government', 'Iran', 'Judaism', 'Israel', 'English_language', 'United_Kingdom', 'Hydrogen', 'Phase_%28matter%29', 'Iron', 'Solar_System', 'Gravitation', 'England', 'Norway', 'World_War_II', 'Austria']\"
Penguin,Apricot,FALSE,20,"['Penguin', 'German_language', 'World_War_II', 'India', 'List_of_countries_by_system_of_government', 'United_States', 'Judaism', 'Roman_Empire', 'Europe', 'London', 'France', 'Roman_Catholic_Church', 'Hebrew_language', 'English_language', 'United_Kingdom', 'Electron', 'Electricity', 'Earth%27s_atmosphere', 'Gravitation']\"
Dr._Seuss,Bristol,TRUE,6,"['Dr._Seuss', 'United_States', 'List_of_countries_by_system_of_government', 'Wales', 'Cardiff', 'Bristol']\"
Pupil,Full_moon,TRUE,6,"['Pupil', 'Animal', 'Latin', 'United_States', 'Moon', 'Full_moon']\"
Nitrogen_cycle,Super_Mario_Bros.,FALSE,20,"['Nitrogen_cycle', 'Human', 'India', 'Africa', 'Christianity', 'Islam', 'Egypt', 'List_of_countries_by_system_of_government', 'England', 'London', 'People%27s_Republic_of_China', 'United_States', 'Netherlands', 'Scotland', 'Agriculture', 'Sweden', 'German_language', 'South_Africa', 'Indonesia']\"
Rhodium,New_moon,TRUE,7,"['Rhodium', 'England', 'United_Kingdom', 'English_language', 'United_States', 'Moon', 'New_moon']\"
Bay_of_Bengal,Athens,TRUE,4,"['Bay_of_Bengal', 'India', 'Europe', 'Athens']\"
Double-decker_bus,Henry_VI_of_England,TRUE,9,"['Double-decker_bus', 'Canada', 'Russia', 'Time_zone', 'United_Kingdom', 'Henry_VIII_of_England', 'Henry_IV_of_England', 'Henry_V_of_England', 'Henry_VI_of_England']\"
Cotswolds,John_F._Kennedy_assassination,TRUE,9,"['Cotswolds', 'Geology', 'French_language', 'Spain', 'Germany', 'Time_zone', 'United_States', 'John_F._Kennedy', 'John_F._Kennedy_assassination']\"
Cotopaxi,Kakapo,FALSE,20,"['Cotopaxi', 'Volcano', 'Japan', 'Time_zone', 'Great_Britain', 'Europe', 'London', 'Roman_Empire', 'List_of_countries_by_system_of_government', 'Russia', 'Khazars', 'Arabic_language', 'United_Nations', 'France', 'North_America', 'Atlantic_Ocean', 'Dakar', 'United_States', 'German_language']\"
Wind,Nuclear_fission,TRUE,6,"['Wind', 'Brazil', 'Time_zone', 'United_States', 'Nuclear_power', 'Nuclear_fission']\"
Spyware,Trumpet,TRUE,5,"['Spyware', 'Internet', 'Music', 'Musical_instrument', 'Trumpet']\"
Mammoth,Pride_and_Prejudice,FALSE,20,"['Mammoth', 'Scientific_classification', 'Human', 'Arabic_language', 'Spanish_language', 'French_language', 'German_language', 'United_States', 'Time_zone', 'World_War_II', 'Austria', 'Currency', 'Euro', 'United_Kingdom', 'List_of_countries_by_system_of_government', 'France', 'Roman_Catholic_Church', 'Hebrew_language', 'Russian_language']\"
Douglas_Adams,Aristotle,TRUE,12,"['Douglas_Adams', 'London', 'People%27s_Republic_of_China', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'South_Africa', 'German_language', 'Latin', 'Europe', 'Athens', 'Aristotle']\"
